"ANNEE";"COMM";"TYPE_LGT";"LOG_AUT";"LOG_COM";"SDP_AUT";"SDP_COM"
"2023";"95014";"Individuel groupe";42;33;4419;3263
"2023";"95014";"Collectif";40;59;2806;3889
"2023";"95014";"Residence";0;0;0;0
"2023";"95018";"Tous Logements";77;198;7478;15251
"2023";"95018";"Individuel pur";35;30;4826;3968
"2023";"95018";"Individuel groupe";5;6;235;725
"2023";"95018";"Collectif";37;162;2417;10558
"2023";"95018";"Residence";0;0;0;0
"2023";"95019";"Tous Logements";10;3;1298;478
"2023";"95019";"Individuel pur";8;3;1194;478
"2023";"95019";"Individuel groupe";0;0;0;0
"2023";"95019";"Collectif";2;0;104;0
"2023";"95019";"Residence";0;0;0;0
"2023";"95023";"Tous Logements";0;0;0;0
"2023";"95023";"Individuel pur";0;0;0;0
"2023";"95023";"Individuel groupe";0;0;0;0
"2023";"95023";"Collectif";0;0;0;0
"2023";"95023";"Residence";0;0;0;0
"2023";"95024";"Tous Logements";0;0;0;0
"2023";"95024";"Individuel pur";0;0;0;0
"2023";"95024";"Individuel groupe";0;0;0;0
"2023";"95024";"Collectif";0;0;0;0
"2023";"95024";"Residence";0;0;0;0
"2023";"95026";"Tous Logements";28;1;1424;149
"2023";"95026";"Individuel pur";1;1;149;149
"2023";"95026";"Individuel groupe";0;0;0;0
"2023";"95026";"Collectif";27;0;1275;0
"2023";"95026";"Residence";0;0;0;0
"2023";"95028";"Tous Logements";0;1;0;203
"2023";"95028";"Individuel pur";0;1;0;203
"2023";"95028";"Individuel groupe";0;0;0;0
"2023";"95028";"Collectif";0;0;0;0
"2023";"95028";"Residence";0;0;0;0
"2023";"95039";"Tous Logements";12;25;1148;1433
"2023";"95039";"Individuel pur";7;4;744;313
"2023";"95039";"Individuel groupe";5;0;404;0
"2023";"95039";"Collectif";0;21;0;1120
"2023";"95039";"Residence";0;0;0;0
"2023";"95040";"Tous Logements";0;1;0;169
"2023";"95040";"Individuel pur";0;1;0;169
"2023";"95040";"Individuel groupe";0;0;0;0
"2023";"95040";"Collectif";0;0;0;0
"2023";"95040";"Residence";0;0;0;0
"2023";"95042";"Tous Logements";1;3;179;506
"2023";"95042";"Individuel pur";1;3;179;506
"2023";"95042";"Individuel groupe";0;0;0;0
"2023";"95042";"Collectif";0;0;0;0
"2023";"95042";"Residence";0;0;0;0
"2023";"95046";"Tous Logements";0;0;0;0
"2023";"95046";"Individuel pur";0;0;0;0
"2023";"95046";"Individuel groupe";0;0;0;0
"2023";"95046";"Collectif";0;0;0;0
"2023";"95046";"Residence";0;0;0;0
"2023";"95051";"Tous Logements";13;10;978;1582
"2023";"95051";"Individuel pur";6;8;560;1387
"2023";"95051";"Individuel groupe";5;2;339;195
"2023";"95051";"Collectif";2;0;79;0
"2023";"95051";"Residence";0;0;0;0
"2023";"95052";"Tous Logements";184;27;11624;2170
"2023";"95052";"Individuel pur";8;10;1079;1153
"2023";"95052";"Individuel groupe";3;7;293;689
"2023";"95052";"Collectif";173;10;10252;328
"2023";"95052";"Residence";0;0;0;0
"2023";"95054";"Tous Logements";0;0;0;0
"2023";"95054";"Individuel pur";0;0;0;0
"2023";"95054";"Individuel groupe";0;0;0;0
"2023";"95054";"Collectif";0;0;0;0
"2023";"95054";"Residence";0;0;0;0
"2023";"95055";"Tous Logements";1;0;147;0
"2023";"95055";"Individuel pur";1;0;147;0
"2023";"95055";"Individuel groupe";0;0;0;0
"2023";"95055";"Collectif";0;0;0;0
"2023";"95055";"Residence";0;0;0;0
"2023";"95056";"Tous Logements";30;5;2281;659
"2023";"95056";"Individuel pur";6;5;787;659
"2023";"95056";"Individuel groupe";5;0;670;0
"2023";"95056";"Collectif";19;0;824;0
"2023";"95056";"Residence";0;0;0;0
"2023";"95058";"Tous Logements";15;19;1607;2247
"2023";"95058";"Individuel pur";14;19;1547;2247
"2023";"95058";"Individuel groupe";1;0;60;0
"2023";"95058";"Collectif";0;0;0;0
"2023";"95058";"Residence";0;0;0;0
"2023";"95059";"Tous Logements";0;0;0;0
"2023";"95059";"Individuel pur";0;0;0;0
"2023";"95059";"Individuel groupe";0;0;0;0
"2023";"95059";"Collectif";0;0;0;0
"2023";"95059";"Residence";0;0;0;0
"2023";"95060";"Tous Logements";69;68;6489;5418
"2023";"95060";"Individuel pur";34;11;4297;1338
"2023";"95060";"Individuel groupe";3;2;280;154
"2023";"95060";"Collectif";32;55;1912;3926
"2023";"95060";"Residence";0;0;0;0
"2023";"95061";"Tous Logements";1;1;134;134
"2023";"95061";"Individuel pur";1;1;134;134
"2023";"95061";"Individuel groupe";0;0;0;0
"2023";"95061";"Collectif";0;0;0;0
"2023";"95061";"Residence";0;0;0;0
"2023";"95063";"Tous Logements";1319;440;70268;21686
"2023";"95063";"Individuel pur";10;8;1232;893
"2023";"95063";"Individuel groupe";6;0;485;0
"2023";"95063";"Collectif";993;432;59997;20793
"2023";"95063";"Residence";310;0;8554;0
"2023";"95074";"Tous Logements";0;0;0;0
"2023";"95074";"Individuel pur";0;0;0;0
"2023";"95074";"Individuel groupe";0;0;0;0
"2023";"95074";"Collectif";0;0;0;0
"2023";"95074";"Residence";0;0;0;0
"2023";"95078";"Tous Logements";0;2;0;266
"2023";"95078";"Individuel pur";0;2;0;266
"2023";"95078";"Individuel groupe";0;0;0;0
"2023";"95078";"Collectif";0;0;0;0
"2023";"95078";"Residence";0;0;0;0
"2023";"95088";"Tous Logements";0;0;0;0
"2023";"95088";"Individuel pur";0;0;0;0
"2023";"95088";"Individuel groupe";0;0;0;0
"2023";"95088";"Collectif";0;0;0;0
"2023";"95088";"Residence";0;0;0;0
"2023";"95091";"Tous Logements";104;29;6502;2139
"2023";"95091";"Individuel pur";0;2;0;348
"2023";"95091";"Individuel groupe";0;0;0;0
"2023";"95091";"Collectif";0;27;0;1791
"2023";"95091";"Residence";104;0;6502;0
"2023";"95094";"Tous Logements";6;0;727;0
"2023";"95094";"Individuel pur";0;0;0;0
"2023";"95094";"Individuel groupe";0;0;0;0
"2023";"95094";"Collectif";6;0;727;0
"2023";"95094";"Residence";0;0;0;0
"2023";"95101";"Tous Logements";0;0;0;0
"2023";"95101";"Individuel pur";0;0;0;0
"2023";"95101";"Individuel groupe";0;0;0;0
"2023";"95101";"Collectif";0;0;0;0
"2023";"95101";"Residence";0;0;0;0
"2023";"95102";"Tous Logements";1;1;184;184
"2023";"95102";"Individuel pur";1;1;184;184
"2023";"95102";"Individuel groupe";0;0;0;0
"2023";"95102";"Collectif";0;0;0;0
"2023";"95102";"Residence";0;0;0;0
"2023";"95110";"Tous Logements";0;0;0;0
"2023";"95110";"Individuel pur";0;0;0;0
"2023";"95110";"Individuel groupe";0;0;0;0
"2023";"95110";"Collectif";0;0;0;0
"2023";"95110";"Residence";0;0;0;0
"2023";"95116";"Tous Logements";124;67;8900;5000
"2023";"95116";"Individuel pur";0;0;0;0
"2023";"95116";"Individuel groupe";5;17;454;1805
"2023";"95116";"Collectif";119;50;8446;3195
"2023";"95116";"Residence";0;0;0;0
"2023";"95119";"Tous Logements";1;0;120;0
"2023";"95119";"Individuel pur";1;0;120;0
"2023";"95119";"Individuel groupe";0;0;0;0
"2023";"95119";"Collectif";0;0;0;0
"2023";"95119";"Residence";0;0;0;0
"2023";"95120";"Tous Logements";1;6;33;942
"2023";"95120";"Individuel pur";1;6;33;942
"2023";"95120";"Individuel groupe";0;0;0;0
"2023";"95120";"Collectif";0;0;0;0
"2023";"95120";"Residence";0;0;0;0
"2023";"95127";"Tous Logements";299;103;17211;6687
"2023";"95127";"Individuel pur";1;2;399;482
"2023";"95127";"Individuel groupe";0;2;0;89
"2023";"95127";"Collectif";137;99;9891;6116
"2023";"95127";"Residence";161;0;6921;0
"2023";"95134";"Tous Logements";22;3;1639;446
"2023";"95134";"Individuel pur";4;3;348;446
"2023";"95134";"Individuel groupe";0;0;0;0
"2023";"95134";"Collectif";18;0;1291;0
"2023";"95134";"Residence";0;0;0;0
"2023";"95139";"Tous Logements";0;0;0;0
"2023";"95139";"Individuel pur";0;0;0;0
"2023";"95139";"Individuel groupe";0;0;0;0
"2023";"95139";"Collectif";0;0;0;0
"2023";"95139";"Residence";0;0;0;0
"2023";"95141";"Tous Logements";0;0;0;0
"2023";"95141";"Individuel pur";0;0;0;0
"2023";"95141";"Individuel groupe";0;0;0;0
"2023";"95141";"Collectif";0;0;0;0
"2023";"95141";"Residence";0;0;0;0
"2023";"95142";"Tous Logements";3;2;301;273
"2023";"95142";"Individuel pur";3;2;301;273
"2023";"95142";"Individuel groupe";0;0;0;0
"2023";"95142";"Collectif";0;0;0;0
"2023";"95142";"Residence";0;0;0;0
"2023";"95144";"Tous Logements";0;0;0;0
"2023";"95144";"Individuel pur";0;0;0;0
"2023";"95144";"Individuel groupe";0;0;0;0
"2023";"95144";"Collectif";0;0;0;0
"2023";"95144";"Residence";0;0;0;0
"2023";"95149";"Tous Logements";2;1;218;147
"2023";"95149";"Individuel pur";2;1;218;147
"2023";"95149";"Individuel groupe";0;0;0;0
"2023";"95149";"Collectif";0;0;0;0
"2023";"95149";"Residence";0;0;0;0
"2023";"95150";"Tous Logements";0;0;0;0
"2023";"95150";"Individuel pur";0;0;0;0
"2023";"95150";"Individuel groupe";0;0;0;0
"2023";"95150";"Collectif";0;0;0;0
"2023";"95150";"Residence";0;0;0;0
"2023";"95151";"Tous Logements";0;0;0;0
"2023";"95151";"Individuel pur";0;0;0;0
"2023";"95151";"Individuel groupe";0;0;0;0
"2023";"95151";"Collectif";0;0;0;0
"2023";"95151";"Residence";0;0;0;0
"2023";"95154";"Tous Logements";0;0;0;0
"2023";"95154";"Individuel pur";0;0;0;0
"2023";"95154";"Individuel groupe";0;0;0;0
"2023";"95154";"Collectif";0;0;0;0
"2023";"95154";"Residence";0;0;0;0
"2023";"95157";"Tous Logements";0;0;0;0
"2023";"95157";"Individuel pur";0;0;0;0
"2023";"95157";"Individuel groupe";0;0;0;0
"2023";"95157";"Collectif";0;0;0;0
"2023";"95157";"Residence";0;0;0;0
"2023";"95166";"Tous Logements";2;0;378;0
"2023";"95166";"Individuel pur";2;0;378;0
"2023";"95166";"Individuel groupe";0;0;0;0
"2023";"95166";"Collectif";0;0;0;0
"2023";"95166";"Residence";0;0;0;0
"2023";"95169";"Tous Logements";2;0;200;0
"2023";"95169";"Individuel pur";0;0;0;0
"2023";"95169";"Individuel groupe";0;0;0;0
"2023";"95169";"Collectif";2;0;200;0
"2023";"95169";"Residence";0;0;0;0
"2023";"95170";"Tous Logements";1;1;42;42
"2023";"95170";"Individuel pur";1;1;42;42
"2023";"95170";"Individuel groupe";0;0;0;0
"2023";"95170";"Collectif";0;0;0;0
"2023";"95170";"Residence";0;0;0;0
"2023";"95176";"Tous Logements";269;87;22204;6855
"2023";"95176";"Individuel pur";20;14;2724;1468
"2023";"95176";"Individuel groupe";2;2;146;146
"2023";"95176";"Collectif";247;71;19334;5241
"2023";"95176";"Residence";0;0;0;0
"2023";"95177";"Tous Logements";9;3;1100;377
"2023";"95177";"Individuel pur";1;3;119;377
"2023";"95177";"Individuel groupe";5;0;846;0
"2023";"95177";"Collectif";3;0;135;0
"2023";"95177";"Residence";0;0;0;0
"2023";"95181";"Tous Logements";1;1;49;127
"2023";"95181";"Individuel pur";1;1;49;127
"2023";"95181";"Individuel groupe";0;0;0;0
"2023";"95181";"Collectif";0;0;0;0
"2023";"95181";"Residence";0;0;0;0
"2023";"95183";"Tous Logements";74;6;5061;1018
"2023";"95183";"Individuel pur";4;6;371;1018
"2023";"95183";"Individuel groupe";2;0;200;0
"2023";"95183";"Collectif";68;0;4490;0
"2023";"95183";"Residence";0;0;0;0
"2023";"95197";"Tous Logements";17;233;1250;14027
"2023";"95197";"Individuel pur";4;9;532;1198
"2023";"95197";"Individuel groupe";3;5;287;714
"2023";"95197";"Collectif";10;191;431;11534
"2023";"95197";"Residence";0;28;0;581
"2023";"95199";"Tous Logements";88;11;5492;1161
"2023";"95199";"Individuel pur";4;4;562;729
"2023";"95199";"Individuel groupe";2;0;96;0
"2023";"95199";"Collectif";82;7;4834;432
"2023";"95199";"Residence";0;0;0;0
"2023";"95203";"Tous Logements";5;14;623;1333
"2023";"95203";"Individuel pur";2;4;215;478
"2023";"95203";"Individuel groupe";3;4;408;497
"2023";"95203";"Collectif";0;6;0;358
"2023";"95203";"Residence";0;0;0;0
"2023";"95205";"Tous Logements";4;0;444;0
"2023";"95205";"Individuel pur";4;0;444;0
"2023";"95205";"Individuel groupe";0;0;0;0
"2023";"95205";"Collectif";0;0;0;0
"2023";"95205";"Residence";0;0;0;0
"2023";"95210";"Tous Logements";2;0;250;0
"2023";"95210";"Individuel pur";2;0;250;0
"2023";"95210";"Individuel groupe";0;0;0;0
"2023";"95210";"Collectif";0;0;0;0
"2023";"95210";"Residence";0;0;0;0
"2023";"95211";"Tous Logements";2;0;383;0
"2023";"95211";"Individuel pur";2;0;383;0
"2023";"95211";"Individuel groupe";0;0;0;0
"2023";"95211";"Collectif";0;0;0;0
"2023";"95211";"Residence";0;0;0;0
"2023";"95212";"Tous Logements";0;0;0;0
"2023";"95212";"Individuel pur";0;0;0;0
"2023";"95212";"Individuel groupe";0;0;0;0
"2023";"95212";"Collectif";0;0;0;0
"2023";"95212";"Residence";0;0;0;0
"2023";"95213";"Tous Logements";1;1;232;232
"2023";"95213";"Individuel pur";1;1;232;232
"2023";"95213";"Individuel groupe";0;0;0;0
"2023";"95213";"Collectif";0;0;0;0
"2023";"95213";"Residence";0;0;0;0
"2023";"95214";"Tous Logements";0;0;0;0
"2023";"95214";"Individuel pur";0;0;0;0
"2023";"95214";"Individuel groupe";0;0;0;0
"2023";"95214";"Collectif";0;0;0;0
"2023";"95214";"Residence";0;0;0;0
"2023";"95218";"Tous Logements";231;197;15152;12605
"2023";"95218";"Individuel pur";17;12;2198;1472
"2023";"95218";"Individuel groupe";6;0;512;0
"2023";"95218";"Collectif";208;185;12442;11133
"2023";"95218";"Residence";0;0;0;0
"2023";"95219";"Tous Logements";13;15;1094;1117
"2023";"95219";"Individuel pur";8;6;779;647
"2023";"95219";"Individuel groupe";0;4;0;155
"2023";"95219";"Collectif";5;5;315;315
"2023";"95219";"Residence";0;0;0;0
"2023";"95229";"Tous Logements";1;1;380;380
"2023";"95229";"Individuel pur";1;1;380;380
"2023";"95229";"Individuel groupe";0;0;0;0
"2023";"95229";"Collectif";0;0;0;0
"2023";"95229";"Residence";0;0;0;0
"2023";"95241";"Tous Logements";4;2;585;118
"2023";"95241";"Individuel pur";2;0;346;0
"2023";"95241";"Individuel groupe";0;2;0;118
"2023";"95241";"Collectif";2;0;239;0
"2023";"95241";"Residence";0;0;0;0
"2023";"95250";"Tous Logements";16;9;1740;531
"2023";"95250";"Individuel pur";5;1;653;120
"2023";"95250";"Individuel groupe";11;0;1087;0
"2023";"95250";"Collectif";0;8;0;411
"2023";"95250";"Residence";0;0;0;0
"2023";"95252";"Tous Logements";16;11;1015;645
"2023";"95252";"Individuel pur";8;5;838;584
"2023";"95252";"Individuel groupe";6;6;61;61
"2023";"95252";"Collectif";2;0;116;0
"2023";"95252";"Residence";0;0;0;0
"2023";"95253";"Tous Logements";0;0;0;0
"2023";"95253";"Individuel pur";0;0;0;0
"2023";"95253";"Individuel groupe";0;0;0;0
"2023";"95253";"Collectif";0;0;0;0
"2023";"95253";"Residence";0;0;0;0
"2023";"95254";"Tous Logements";0;0;0;0
"2023";"95254";"Individuel pur";0;0;0;0
"2023";"95254";"Individuel groupe";0;0;0;0
"2023";"95254";"Collectif";0;0;0;0
"2023";"95254";"Residence";0;0;0;0
"2023";"95256";"Tous Logements";4;7;432;526
"2023";"95256";"Individuel pur";4;0;432;0
"2023";"95256";"Individuel groupe";0;0;0;0
"2023";"95256";"Collectif";0;7;0;526
"2023";"95256";"Residence";0;0;0;0
"2023";"95257";"Tous Logements";34;119;2590;5255
"2023";"95257";"Individuel pur";7;5;1167;759
"2023";"95257";"Individuel groupe";0;0;0;0
"2023";"95257";"Collectif";27;0;1423;0
"2023";"95257";"Residence";0;114;0;4496
"2023";"95258";"Tous Logements";0;0;0;0
"2023";"95258";"Individuel pur";0;0;0;0
"2023";"95258";"Individuel groupe";0;0;0;0
"2023";"95258";"Collectif";0;0;0;0
"2023";"95258";"Residence";0;0;0;0
"2023";"95268";"Tous Logements";4;6;279;401
"2023";"95268";"Individuel pur";2;4;145;340
"2023";"95268";"Individuel groupe";2;2;134;61
"2023";"95268";"Collectif";0;0;0;0
"2023";"95268";"Residence";0;0;0;0
"2023";"95270";"Tous Logements";0;1;0;234
"2023";"95270";"Individuel pur";0;1;0;234
"2023";"95270";"Individuel groupe";0;0;0;0
"2023";"95270";"Collectif";0;0;0;0
"2023";"95270";"Residence";0;0;0;0
"2023";"95271";"Tous Logements";1;0;114;0
"2023";"95271";"Individuel pur";1;0;114;0
"2023";"95271";"Individuel groupe";0;0;0;0
"2023";"95271";"Collectif";0;0;0;0
"2023";"95271";"Residence";0;0;0;0
"2023";"95277";"Tous Logements";165;35;10599;2533
"2023";"95277";"Individuel pur";2;5;278;633
"2023";"95277";"Individuel groupe";33;0;3182;0
"2023";"95277";"Collectif";130;30;7139;1900
"2023";"95277";"Residence";0;0;0;0
"2023";"95280";"Tous Logements";15;18;2364;2633
"2023";"95280";"Individuel pur";14;17;2234;2503
"2023";"95280";"Individuel groupe";1;1;130;130
"2023";"95280";"Collectif";0;0;0;0
"2023";"95280";"Residence";0;0;0;0
"2023";"95282";"Tous Logements";0;1;0;116
"2023";"95282";"Individuel pur";0;1;0;116
"2023";"95282";"Individuel groupe";0;0;0;0
"2023";"95282";"Collectif";0;0;0;0
"2023";"95282";"Residence";0;0;0;0
"2023";"95287";"Tous Logements";1;1;92;137
"2023";"95287";"Individuel pur";1;1;92;137
"2023";"95287";"Individuel groupe";0;0;0;0
"2023";"95287";"Collectif";0;0;0;0
"2023";"95287";"Residence";0;0;0;0
"2023";"95288";"Tous Logements";5;4;1031;713
"2023";"95288";"Individuel pur";5;4;1031;713
"2023";"95288";"Individuel groupe";0;0;0;0
"2023";"95288";"Collectif";0;0;0;0
"2023";"95288";"Residence";0;0;0;0
"2023";"95295";"Tous Logements";0;0;0;0
"2023";"95295";"Individuel pur";0;0;0;0
"2023";"95295";"Individuel groupe";0;0;0;0
"2023";"95295";"Collectif";0;0;0;0
"2023";"95295";"Residence";0;0;0;0
"2023";"95298";"Tous Logements";2;2;263;236
"2023";"95298";"Individuel pur";2;2;263;236
"2023";"95298";"Individuel groupe";0;0;0;0
"2023";"95298";"Collectif";0;0;0;0
"2023";"95298";"Residence";0;0;0;0
"2023";"95301";"Tous Logements";0;0;0;0
"2023";"95301";"Individuel pur";0;0;0;0
"2023";"95301";"Individuel groupe";0;0;0;0
"2023";"95301";"Collectif";0;0;0;0
"2023";"95301";"Residence";0;0;0;0
"2023";"95303";"Tous Logements";0;0;0;0
"2023";"95303";"Individuel pur";0;0;0;0
"2023";"95303";"Individuel groupe";0;0;0;0
"2023";"95303";"Collectif";0;0;0;0
"2023";"95303";"Residence";0;0;0;0
"2023";"95304";"Tous Logements";0;0;0;0
"2023";"95304";"Individuel pur";0;0;0;0
"2023";"95304";"Individuel groupe";0;0;0;0
"2023";"95304";"Collectif";0;0;0;0
"2023";"95304";"Residence";0;0;0;0
"2023";"95306";"Tous Logements";68;45;5346;3212
"2023";"95306";"Individuel pur";15;10;1895;1161
"2023";"95306";"Individuel groupe";6;0;413;0
"2023";"95306";"Collectif";47;35;3038;2051
"2023";"95306";"Residence";0;0;0;0
"2023";"95308";"Tous Logements";2;0;139;0
"2023";"95308";"Individuel pur";0;0;0;0
"2023";"95308";"Individuel groupe";2;0;139;0
"2023";"95308";"Collectif";0;0;0;0
"2023";"95308";"Residence";0;0;0;0
"2023";"95309";"Tous Logements";0;0;0;0
"2023";"95309";"Individuel pur";0;0;0;0
"2023";"95309";"Individuel groupe";0;0;0;0
"2023";"95309";"Collectif";0;0;0;0
"2023";"95309";"Residence";0;0;0;0
"2023";"95313";"Tous Logements";85;51;6423;3999
"2023";"95313";"Individuel pur";9;3;1460;753
"2023";"95313";"Individuel groupe";2;0;227;0
"2023";"95313";"Collectif";74;48;4736;3246
"2023";"95313";"Residence";0;0;0;0
"2023";"95316";"Tous Logements";1;0;96;0
"2023";"95316";"Individuel pur";1;0;96;0
"2023";"95316";"Individuel groupe";0;0;0;0
"2023";"95316";"Collectif";0;0;0;0
"2023";"95316";"Residence";0;0;0;0
"2023";"95323";"Tous Logements";2;3;233;378
"2023";"95323";"Individuel pur";2;3;233;378
"2023";"95323";"Individuel groupe";0;0;0;0
"2023";"95323";"Collectif";0;0;0;0
"2023";"95323";"Residence";0;0;0;0
"2023";"95328";"Tous Logements";2;1;257;143
"2023";"95328";"Individuel pur";2;1;257;143
"2023";"95328";"Individuel groupe";0;0;0;0
"2023";"95328";"Collectif";0;0;0;0
"2023";"95328";"Residence";0;0;0;0
"2023";"95331";"Tous Logements";0;0;0;0
"2023";"95331";"Individuel pur";0;0;0;0
"2023";"95331";"Individuel groupe";0;0;0;0
"2023";"95331";"Collectif";0;0;0;0
"2023";"95331";"Residence";0;0;0;0
"2023";"95341";"Tous Logements";0;0;0;0
"2023";"95341";"Individuel pur";0;0;0;0
"2023";"95341";"Individuel groupe";0;0;0;0
"2023";"95341";"Collectif";0;0;0;0
"2023";"95341";"Residence";0;0;0;0
"2023";"95348";"Tous Logements";4;1;546;169
"2023";"95348";"Individuel pur";4;1;546;169
"2023";"95348";"Individuel groupe";0;0;0;0
"2023";"95348";"Collectif";0;0;0;0
"2023";"95348";"Residence";0;0;0;0
"2023";"95351";"Tous Logements";351;263;21890;17705
"2023";"95351";"Individuel pur";1;0;98;0
"2023";"95351";"Individuel groupe";46;46;4271;4271
"2023";"95351";"Collectif";304;217;17521;13434
"2023";"95351";"Residence";0;0;0;0
"2023";"95352";"Tous Logements";120;9;7421;1611
"2023";"95352";"Individuel pur";7;9;1394;1611
"2023";"95352";"Individuel groupe";8;0;557;0
"2023";"95352";"Collectif";0;0;0;0
"2023";"95352";"Residence";105;0;5470;0
"2023";"95353";"Tous Logements";0;2;0;230
"2023";"95353";"Individuel pur";0;2;0;230
"2023";"95353";"Individuel groupe";0;0;0;0
"2023";"95353";"Collectif";0;0;0;0
"2023";"95353";"Residence";0;0;0;0
"2023";"95355";"Tous Logements";24;3;2181;336
"2023";"95355";"Individuel pur";2;3;196;336
"2023";"95355";"Individuel groupe";22;0;1985;0
"2023";"95355";"Collectif";0;0;0;0
"2023";"95355";"Residence";0;0;0;0
"2023";"95365";"Tous Logements";1;0;150;0
"2023";"95365";"Individuel pur";1;0;150;0
"2023";"95365";"Individuel groupe";0;0;0;0
"2023";"95365";"Collectif";0;0;0;0
"2023";"95365";"Residence";0;0;0;0
"2023";"95369";"Tous Logements";41;4;1961;154
"2023";"95369";"Individuel pur";0;0;0;0
"2023";"95369";"Individuel groupe";0;0;0;0
"2023";"95369";"Collectif";41;4;1961;154
"2023";"95369";"Residence";0;0;0;0
"2023";"95370";"Tous Logements";4;6;752;995
"2023";"95370";"Individuel pur";2;4;234;477
"2023";"95370";"Individuel groupe";2;2;518;518
"2023";"95370";"Collectif";0;0;0;0
"2023";"95370";"Residence";0;0;0;0
"2023";"95371";"Tous Logements";7;5;630;827
"2023";"95371";"Individuel pur";4;3;540;596
"2023";"95371";"Individuel groupe";0;2;0;231
"2023";"95371";"Collectif";3;0;90;0
"2023";"95371";"Residence";0;0;0;0
"2023";"95379";"Tous Logements";0;0;0;0
"2023";"95379";"Individuel pur";0;0;0;0
"2023";"95379";"Individuel groupe";0;0;0;0
"2023";"95379";"Collectif";0;0;0;0
"2023";"95379";"Residence";0;0;0;0
"2023";"95387";"Tous Logements";0;0;0;0
"2023";"95387";"Individuel pur";0;0;0;0
"2023";"95387";"Individuel groupe";0;0;0;0
"2023";"95387";"Collectif";0;0;0;0
"2023";"95387";"Residence";0;0;0;0
"2023";"95388";"Tous Logements";64;2;4767;233
"2023";"95388";"Individuel pur";2;2;334;233
"2023";"95388";"Individuel groupe";22;0;2023;0
"2023";"95388";"Collectif";40;0;2410;0
"2023";"95388";"Residence";0;0;0;0
"2023";"95392";"Tous Logements";5;2;890;247
"2023";"95392";"Individuel pur";4;2;635;247
"2023";"95392";"Individuel groupe";1;0;255;0
"2023";"95392";"Collectif";0;0;0;0
"2023";"95392";"Residence";0;0;0;0
"2023";"95394";"Tous Logements";8;9;1066;1033
"2023";"95394";"Individuel pur";3;9;417;1033
"2023";"95394";"Individuel groupe";5;0;649;0
"2023";"95394";"Collectif";0;0;0;0
"2023";"95394";"Residence";0;0;0;0
"2023";"95395";"Tous Logements";0;1;0;115
"2023";"95395";"Individuel pur";0;1;0;115
"2023";"95395";"Individuel groupe";0;0;0;0
"2023";"95395";"Collectif";0;0;0;0
"2023";"95395";"Residence";0;0;0;0
"2023";"95409";"Tous Logements";1;0;138;0
"2023";"95409";"Individuel pur";1;0;138;0
"2023";"95409";"Individuel groupe";0;0;0;0
"2023";"95409";"Collectif";0;0;0;0
"2023";"95409";"Residence";0;0;0;0
"2023";"95422";"Tous Logements";1;0;126;0
"2023";"95422";"Individuel pur";1;0;126;0
"2023";"95422";"Individuel groupe";0;0;0;0
"2023";"95422";"Collectif";0;0;0;0
"2023";"95422";"Residence";0;0;0;0
"2023";"95424";"Tous Logements";157;111;11686;7083
"2023";"95424";"Individuel pur";7;5;827;574
"2023";"95424";"Individuel groupe";0;2;0;171
"2023";"95424";"Collectif";150;104;10859;6338
"2023";"95424";"Residence";0;0;0;0
"2023";"95426";"Tous Logements";1;0;204;0
"2023";"95426";"Individuel pur";1;0;204;0
"2023";"95426";"Individuel groupe";0;0;0;0
"2023";"95426";"Collectif";0;0;0;0
"2023";"95426";"Residence";0;0;0;0
"2023";"95427";"Tous Logements";2;20;173;1723
"2023";"95427";"Individuel pur";2;1;173;117
"2023";"95427";"Individuel groupe";0;19;0;1606
"2023";"95427";"Collectif";0;0;0;0
"2023";"95427";"Residence";0;0;0;0
"2023";"95428";"Tous Logements";56;46;4914;3462
"2023";"95428";"Individuel pur";7;3;1744;667
"2023";"95428";"Individuel groupe";0;0;0;0
"2023";"95428";"Collectif";49;43;3170;2795
"2023";"95428";"Residence";0;0;0;0
"2023";"95429";"Tous Logements";0;1;0;138
"2023";"95429";"Individuel pur";0;1;0;138
"2023";"95429";"Individuel groupe";0;0;0;0
"2023";"95429";"Collectif";0;0;0;0
"2023";"95429";"Residence";0;0;0;0
"2023";"95430";"Tous Logements";0;1;0;98
"2023";"95430";"Individuel pur";0;1;0;98
"2023";"95430";"Individuel groupe";0;0;0;0
"2023";"95430";"Collectif";0;0;0;0
"2023";"95430";"Residence";0;0;0;0
"2023";"95436";"Tous Logements";0;0;0;0
"2023";"95436";"Individuel pur";0;0;0;0
"2023";"95436";"Individuel groupe";0;0;0;0
"2023";"95436";"Collectif";0;0;0;0
"2023";"95436";"Residence";0;0;0;0
"2023";"95438";"Tous Logements";0;0;0;0
"2023";"95438";"Individuel pur";0;0;0;0
"2023";"95438";"Individuel groupe";0;0;0;0
"2023";"95438";"Collectif";0;0;0;0
"2023";"95438";"Residence";0;0;0;0
"2023";"95445";"Tous Logements";0;0;0;0
"2023";"95445";"Individuel pur";0;0;0;0
"2023";"95445";"Individuel groupe";0;0;0;0
"2023";"95445";"Collectif";0;0;0;0
"2023";"95445";"Residence";0;0;0;0
"2023";"95446";"Tous Logements";2;2;190;187
"2023";"95446";"Individuel pur";2;2;190;187
"2023";"95446";"Individuel groupe";0;0;0;0
"2023";"95446";"Collectif";0;0;0;0
"2023";"95446";"Residence";0;0;0;0
"2023";"95447";"Tous Logements";1;0;74;0
