Code géographique,Libellé géographique,"1 pièce
Propriétaire
Maison","1 pièce
Propriétaire
Appartement","1 pièce
Propriétaire
Autres logements de métropole","1 pièce
Locataire de logement parc privé vide
Maison","1 pièce
Locataire de logement parc privé vide
Appartement","1 pièce
Locataire de logement parc privé vide
Autres logements de métropole","1 pièce
Locataire de logement parc social vide
Maison","1 pièce
Locataire de logement parc social vide
Appartement","1 pièce
Locataire de logement parc social vide
Autres logements de métropole","1 pièce
Locataire de logement meublé
Maison","1 pièce
Locataire de logement meublé
Appartement","1 pièce
Locataire de logement meublé
Autres logements de métropole","1 pièce
Logé gratuitement
Maison","1 pièce
Logé gratuitement
Appartement","1 pièce
Logé gratuitement
Autres logements de métropole","2 pièces
Propriétaire
Maison","2 pièces
Propriétaire
Appartement","2 pièces
Propriétaire
Autres logements de métropole","2 pièces
Locataire de logement parc privé vide
Maison","2 pièces
Locataire de logement parc privé vide
Appartement","2 pièces
Locataire de logement parc privé vide
Autres logements de métropole","2 pièces
Locataire de logement parc social vide
Maison","2 pièces
Locataire de logement parc social vide
Appartement","2 pièces
Locataire de logement parc social vide
Autres logements de métropole","2 pièces
Locataire de logement meublé
Maison","2 pièces
Locataire de logement meublé
Appartement","2 pièces
Locataire de logement meublé
Autres logements de métropole","2 pièces
Logé gratuitement
Maison","2 pièces
Logé gratuitement
Appartement","2 pièces
Logé gratuitement
Autres logements de métropole","3 pièces
Propriétaire
Maison","3 pièces
Propriétaire
Appartement","3 pièces
Propriétaire
Autres logements de métropole","3 pièces
Locataire de logement parc privé vide
Maison","3 pièces
Locataire de logement parc privé vide
Appartement","3 pièces
Locataire de logement parc privé vide
Autres logements de métropole","3 pièces
Locataire de logement parc social vide
Maison","3 pièces
Locataire de logement parc social vide
Appartement","3 pièces
Locataire de logement parc social vide
Autres logements de métropole","3 pièces
Locataire de logement meublé
Maison","3 pièces
Locataire de logement meublé
Appartement","3 pièces
Locataire de logement meublé
Autres logements de métropole","3 pièces
Logé gratuitement
Maison","3 pièces
Logé gratuitement
Appartement","3 pièces
Logé gratuitement
Autres logements de métropole","4 pièces
Propriétaire
Maison","4 pièces
Propriétaire
Appartement","4 pièces
Propriétaire
Autres logements de métropole","4 pièces
Locataire de logement parc privé vide
Maison","4 pièces
Locataire de logement parc privé vide
Appartement","4 pièces
Locataire de logement parc privé vide
Autres logements de métropole","4 pièces
Locataire de logement parc social vide
Maison","4 pièces
Locataire de logement parc social vide
Appartement","4 pièces
Locataire de logement parc social vide
Autres logements de métropole","4 pièces
Locataire de logement meublé
Maison","4 pièces
Locataire de logement meublé
Appartement","4 pièces
Locataire de logement meublé
Autres logements de métropole","4 pièces
Logé gratuitement
Maison","4 pièces
Logé gratuitement
Appartement","4 pièces
Logé gratuitement
Autres logements de métropole","5 pièces
Propriétaire
Maison","5 pièces
Propriétaire
Appartement","5 pièces
Propriétaire
Autres logements de métropole","5 pièces
Locataire de logement parc privé vide
Maison","5 pièces
Locataire de logement parc privé vide
Appartement","5 pièces
Locataire de logement parc privé vide
Autres logements de métropole","5 pièces
Locataire de logement parc social vide
Maison","5 pièces
Locataire de logement parc social vide
Appartement","5 pièces
Locataire de logement parc social vide
Autres logements de métropole","5 pièces
Locataire de logement meublé
Maison","5 pièces
Locataire de logement meublé
Appartement","5 pièces
Locataire de logement meublé
Autres logements de métropole","5 pièces
Logé gratuitement
Maison","5 pièces
Logé gratuitement
Appartement","5 pièces
Logé gratuitement
Autres logements de métropole","6 pièces ou plus
Propriétaire
Maison","6 pièces ou plus
Propriétaire
Appartement","6 pièces ou plus
Propriétaire
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc privé vide
Maison","6 pièces ou plus
Locataire de logement parc privé vide
Appartement","6 pièces ou plus
Locataire de logement parc privé vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc social vide
Maison","6 pièces ou plus
Locataire de logement parc social vide
Appartement","6 pièces ou plus
Locataire de logement parc social vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement meublé
Maison","6 pièces ou plus
Locataire de logement meublé
Appartement","6 pièces ou plus
Locataire de logement meublé
Autres logements de métropole","6 pièces ou plus
Logé gratuitement
Maison","6 pièces ou plus
Logé gratuitement
Appartement","6 pièces ou plus
Logé gratuitement
Autres logements de métropole"
95369,Margency,0,3.95054,0,0,16.76948,0.98763,0,0.98763,0,0,11.85161,2.9629,0.98763,1.94291,0,3.9424,36.50179,0,0.98356,54.2548,0.98356,0,51.25136,0,2.95883,8.86428,0.98763,0,0,0,26.50797,133.9283,0,1.96714,54.9991,0,0,52.97901,0,0,2.94258,0,2.95074,3.91806,0,108.97396,86.5382,0,2.94262,26.48364,0,0,35.12978,0,0,0,0,0,3.93436,0,172.71184,36.43276,0,8.77945,5.85292,0,0,2.9224,0,0,0.97951,0,1.95095,2.95476,0,288.27963,4.90169,0,2.93047,1.95096,0,0,0,0,0,0,0,0,0,0
95370,Marines,0,2.87872,0,3.8383,26.8954,0,0,5.75745,0,0,4.8047,0,0,0.95957,0,11.5904,23.05028,0,13.47521,68.37714,0.95957,0,21.15849,0,0.95957,3.84513,0.9664,0.97328,7.69025,0,84.89467,28.95186,0,27.12919,54.05132,0,9.71261,28.0195,0,5.78491,0.9664,0,5.77793,6.74434,0,152.97767,2.89921,0,25.27906,16.56036,0,38.15369,18.50791,0,2.90618,0.97328,0,1.93978,0.95957,0,250.6676,3.85196,0,21.39237,1.95359,0,18.56247,3.88639,0,1.94656,0,0,5.81925,0.98021,0.98021,362.85191,0.97328,0.95957,7.81523,0.97328,0,0.9664,2.94779,0,3.90034,0,0.98718,11.60425,0,0
95371,Marly-la-Ville,0,6.86305,0,0,18.60889,0.97398,0,6.86305,0,0,4.90218,0,1.96087,0,0,17.60912,40.17847,0.97398,5.86646,71.4041,2.94131,3.90564,59.71616,0,0,11.74584,0,0.98044,0.98044,0,128.82731,42.0812,0,15.60961,55.65565,0.97398,18.49937,83.82715,0.97398,1.9544,2.93162,0,2.93807,1.95764,0,427.16379,7.82089,1.9544,24.29827,8.75304,0,31.10346,26.23043,0,4.87325,0,0.96757,15.58716,1.94155,0.97077,611.85238,1.96087,1.96087,12.63607,0,0,15.54849,1.948,0,0,0,0,3.91527,0,0,417.76118,0.97398,0,1.93513,0,0,1.94481,0,0,0,0,0,1.95764,0,0
95379,Maudétour-en-Vexin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17241,0,0,1.02463,1.02463,0,0,0,0,1.02463,2.04926,0,1.02463,0,0,13.3202,0,0,0,0,0,0,0,0,0,0,0,1.02463,0,0,17.41872,0,0,1.02463,0,0,0,0,0,0,0,0,0,0,0,33.81281,0,0,2.04926,0,0,0,0,0,0,0,0,0,0,0
95387,Menouville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95238,0,0,0.98413,0,0,0,0,0,0,0,0,0,0,0,3.93651,0,0,0.98413,0,0,0,0,0,0,0,0,0.98413,0,0,10.8254,0,0,2.95238,0,0,0,0,0,0,0,0,0,0,0
95388,Menucourt,0,5.00974,0,0,13.03708,0,0,43.1341,0,1.00342,6.01683,0,0,0,0,5.0079,23.06023,0,3.01025,14.02211,0,8.02183,138.37056,0,0,10.0305,0,0,3.01025,0,80.12639,112.19163,0,3.99716,18.01924,0,12.00977,111.06888,0,1.00342,1.00158,0,2.005,0,0,533.26542,30.01985,0,8.00161,9.98276,0,67.92208,48.9233,1.00158,1.99582,2.00132,0,4.00448,2.00316,0,559.06977,6.99636,0,11.98041,3.00106,0,27.90674,11.96579,0,2.00316,0,0,2.9919,0,0,308.79255,0.99608,0,2.005,1.00342,0,2.99007,1.99399,0,0,1.00342,0,1.00342,0,0
95392,Mériel,1.03758,7.33035,0,6.25439,29.30215,3.13196,0,10.44307,0,4.17915,4.18877,0,0,0,0,29.19671,26.11249,0,18.69621,57.32656,1.03758,0,61.62094,1.04719,4.15039,6.2543,0,7.33035,0,0,165.87643,45.77948,0,24.7692,37.28795,0,6.18769,80.61076,1.02805,0,5.21682,0,7.21617,1.03758,0,402.61683,23.95123,0,17.4684,18.61123,0,9.20591,41.93798,2.04718,1.02805,3.10337,0,6.24521,0,0,488.96672,9.29106,0,5.09406,5.12153,0,2.00941,5.06566,0,2.0658,1.01861,0,4.13168,1.03758,0,438.94949,2.07515,0,3.11281,0,0,0.9908,1.01861,0,2.04665,0,0,4.16954,0,0
95394,Méry-sur-Oise,3,15,1,4,43,2,0,23,1,0,8,16,1,2,1,29,95,0,7,120,1,0,137,2,3,11,26,4,4,0,173,163,3,39,94,0,10,226,4,5,11,1,8,6,2,520,102,0,39,28,0,54,138,0,4,5,0,22,11,5,697,17,0,20,3,0,23,26,0,3,0,0,17,0,1,723,3,0,8,2,0,1,7,0,2,0,0,9,2,0
95395,Le Mesnil-Aubry,0,0,0,0,4.01672,1.03134,0,0,0,0,0,0,0,0,1.03134,3.09401,5.15669,0,3.09401,8.19603,0,0,0,0,0,1.03134,0,0,0,0,24.18447,4.01744,0,2.03534,3.9642,0,0,0,0,1.004,0,1.03134,0,1.03134,0,51.79146,3.09401,0,3.88433,3.8332,0,0,0,0,0,0,0,0.97738,0,0,83.80504,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,114.04921,0,0,1.93025,0,0,0,0,0,0,0,0,1.90295,0,0
95409,Moisselles,0,4.98319,0,0.9979,8.98114,0.9979,0,0,0,0.9979,0.9979,4.9932,0,0,6.98533,0,32.89283,0.9979,1.99581,33.87812,0,0,0,0,0,5.96844,0,0,0,1.99264,21.90009,46.77498,0,4.97687,28.82849,0,0,0,0,0.99474,0.99158,0,0.99158,2.98738,0,62.61815,22.83166,0,5.95583,4.96113,0,1.98948,0,0,0,0.99158,0,0,0.99158,0,87.25345,0.99474,0,1.98317,1.98947,0,0.99474,0,0,0,0,0,0,0,0,105.12386,0,0,2.9779,0,0,1.98947,0,0,0,0,0,0.98843,0,0
95422,Montgeroult,1.00086,1.03287,0,0,1.03287,0,0,0,0,0,0,0,0,0,0,1.03287,1.03287,0,3.09862,5.13235,1.03287,0,0,0,0,0,0,0,0,0,11.01729,1.00086,0,2.0027,6.10119,0,0,0,0,0,0,0,1.97264,0,0,24.03132,0,0,4.00441,2.88131,0,0,0,0,0,0,0,1.03287,0,0,32.55227,1.03287,0,0,0,0,0,0,0,0,0,0,1.03287,0,0,54.99295,0,0,1.80371,0,0,0,0,0,0.93976,0,0,1.03287,0,0
95424,Montigny-lès-Cormeilles,4.11393,25.55756,0,5.58881,82.14188,5.29952,5.92325,56.40852,0,4.0722,8.64954,18.25158,3.55948,0,0,56.36379,208.38341,0,63.12719,322.39468,0,1.97943,304.46637,2.92888,1.09645,34.89586,0,0,1.78945,0,266.17097,630.67932,0,28.68304,376.47696,1.04422,65.80942,667.17083,0,0,33.54588,0,0,16.6695,0,843.25912,486.90547,3.08911,42.17151,158.31555,0,103.78272,563.38045,0,0,17.5169,0,2.29811,13.88968,0,935.15637,210.85472,0,41.41647,36.7932,0,74.55089,135.26092,0,0.97218,4.49814,0,0,7.17713,0,779.50307,7.04736,0,12.04869,5.48899,0,25.83501,14.11596,0,2.72394,1.04422,0,14.19572,3.24473,0
95426,Montlignon,0,3.91909,0,0.98171,29.44736,0,0,4.90854,0,0,1.95567,0,0,0,0,5.88637,15.69377,0,4.90273,74.57301,1.96342,0,50.05549,0,0.97784,1.96342,0,0.98171,0.98171,0,47.02715,41.16396,0,9.78611,59.75256,0,0.97784,31.33145,0,2.93931,3.91522,0,2.94125,0.97784,0,106.69077,9.79384,0,5.87089,4.88534,0,0.97784,3.91329,0,1.95954,0.97014,0,0.97977,3.91329,0,212.35342,5.87862,0,5.87477,0.97591,0,6.83329,1.95568,0,0,0,0,2.93352,0,0,426.25122,0,0,6.82953,0.97784,0,4.87571,0,0,0,0,0,3.91134,0,0
95427,Montmagny,2.99097,14.55644,0,17.74873,144.36703,40.48095,0,56.40822,6.47668,3.51578,130.74855,5.49489,0,1.83163,0,18.28678,216.19961,0,38.92832,258.15014,6.32215,0,98.30593,0,0,44.34173,0.91582,0,10.93902,0,222.87115,439.28107,8.75549,43.90444,308.16448,0,0.93918,353.58761,2.54359,17.86144,39.60939,0.91582,3.9702,23.46333,0,663.866,300.49294,0,38.04215,123.49809,0,1.53034,182.15074,0,7.03156,7.35764,0,23.11511,9.28563,0,700.47898,99.37779,0,42.1429,58.53501,0,0,109.80178,0,0,3.45941,0,3.23411,2.76324,0,528.29795,14.20889,3.63559,0.93918,9.76754,0,0,2.54359,0,0,0,0,8.51284,0,0
95428,Montmorency,2.46849,75.14435,0,9.17634,268.14637,115.39638,0,44.15262,5.64095,0,69.52546,60.59106,0,4.2001,0,40.06602,379.9495,0,15.41233,536.14306,0,0,141.41133,0,0,39.4911,4.65751,5.92267,27.21362,0,221.04961,1046.2991,6.022,63.22225,524.22554,0.95094,5.97953,460.3301,1.20379,3.50679,45.33718,0,15.6544,31.5075,6.27523,573.76307,764.87959,0,92.94473,216.10916,0,46.0727,476.66569,3.04663,4.76978,20.88904,0,29.85588,27.5508,0,757.22488,298.02395,0,73.83224,52.72988,0,12.17743,113.39823,0,0,5.84177,0,0,2.50376,0,1081.31336,54.2459,0,53.1145,6.84386,0,0,32.60988,0,0,5.02251,2.22094,27.10412,3.72114,0
95429,Montreuil-sur-Epte,0,0,0,0,0,0,0,0,0,0,0,0,1.02896,0,0,2.05793,0,1.02896,0,0,0,0,0,0,0,0,0,0,0,0,17.34694,0,0,0,1.00819,0,0,0,0,0,0,0,1.99602,0,0,39.28607,0,0,0.98783,0,0,0,0,0,0,0,0,0,0,0,40.87935,0,0,1.99602,0,0,0,0,0,0,0,0,1.99685,0,0,50.56252,0,0,0,0,0,0,0,0,0.96788,0,0,0,0,0
95430,Montsoult,0,8.11957,0,0,13.49133,0,0,9.91016,1.02344,1.79059,2.68588,4.99971,0,0,0,16.62389,25.2583,0,6.45714,52.63296,1.79059,0.95723,69.22759,0.95723,1.79059,5.63264,0,0,0,0,98.18035,42.125,0,13.62612,28.67329,0,0.95723,59.86534,1.09424,2.05147,3.91775,0,6.58529,8.62361,0,194.43635,37.6845,0,14.46906,15.12776,0,1.98067,29.8234,1.09424,0.95723,0,0,9.18176,0.89529,0,348.64448,10.70657,0.95723,5.2683,2.05147,0.95723,4.79249,3.43412,0,0,0,0,7.04512,0.89529,0,382.05028,3.83319,0,4.03642,1.02344,0,0,2.34511,0,0,0,0,8.08691,0.89529,0
95436,Mours,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,2,7,0,1,28,0,0,0,0,0,3,0,0,1,1,32,4,0,3,26,0,0,1,0,0,2,0,0,4,0,128,0,0,4,2,0,0,1,0,0,0,0,1,1,0,209,0,0,3,0,0,0,0,0,1,0,0,4,0,0,156,0,0,1,0,0,0,0,0,1,0,0,0,0,0
95438,Moussy,0.93103,0,0,0,0,0,0,0,0,0,0,0,0,0.93103,0,0,0,0,0,0.93103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72414,0,0,0,0,0,0,0,0,0,0,2.7931,0,0,1.86207,0.93103,0,0,0,0,0,0,0,0,0,0,11.17241,0,0,0.93103,0,0,0,0,0,0,0,0,0,0,0,14.89655,0,0,1.86207,0,0,0,0,0,0,0,0,0,0,0
95445,Nerville-la-Forêt,1.90795,0,4.42009,0.88016,0.88016,0,0,0,0,1.83127,0,0.95111,0.95111,0,6.75748,11.35697,0,1.76032,2.78239,4.40079,0,0,0,0,0,0,0,1.76032,0,0,21.83049,1.9789,0.88016,7.07116,1.02779,0,0,0,0,0,0,0,4.03448,0,0,46.26201,1.9789,0,2.06176,0.95111,0,0,0,0,0,0,0,2.85334,0,0,58.73266,0,0,3.08955,0.95111,0,0,0,0,0,0,0,3.59159,0,0,80.20717,0,0,0,0,0,0,0,0,0,0,0,2.06176,0,0
95446,Nesles-la-Vallée,0,0,0,1,7,1,0,5,0,0,4,2,0,0,0,19,2,0,5,10,0,0,7,0,2,4,0,1,0,0,52,5,0,18,6,0,2,10,0,2,1,0,1,1,0,121,0,0,13,2,0,4,8,0,0,0,0,3,0,0,186,0,0,7,1,0,4,1,0,1,0,0,2,0,0,268,0,0,3,1,0,1,0,0,0,0,0,0,0,0
95447,Neuilly-en-Vexin,0,0,0,0,2.84705,0,0,0,0,0,0,0,0,0,0,0.94902,0.94902,0,1.89804,11.42679,0,0,0.94902,0,0,0,0,0,0,0,6.77972,0.94902,0,1.93701,1.93661,0,0,0,0,0.96831,0,0,0,0,0,9.66495,0.94902,0,2.96516,0.98799,0,0,0,0,0,0,0,1.95709,0,0,13.69763,0,0,1.99848,0.96831,0,0,0,0,0,0,0,0,0,0,36.52459,0,0,1.97598,0,0,0,0,0,0,0,0,0,0,0
95450,Neuville-sur-Oise,1.03259,0.87918,1.75837,0,29.96584,13.26136,0,2.71117,4.39591,2.63755,104.86263,118.91054,0,0.9528,0.87918,3.66397,3.59035,0,3.91001,15.24059,0.87918,0,0.87918,0,1.83199,35.46179,12.30856,0,0,0.87918,24.53491,2.79095,0,4.69039,11.39135,1.75837,0,0,0,2.71117,3.51673,1.75837,0,0,0,73.56509,1.11905,0,14.92976,6.14919,0,0,0,0,0,0,0,4.77018,1.83199,0,130.37087,1.11905,0,3.81121,0,0,0,0,0,1.11905,0,0,1.90561,0,0,279.07222,0,0,3.10444,0.87918,0,0,0,0,2.07186,0.87918,0,2.93819,0,0
95452,Nointel,0,0.94497,0,0,6.62538,0,0,0,0,0,1.88994,1.00032,0,0,0,6.64656,14.22761,0,3.77988,11.42459,0,0,0,0,0,1.88994,0,0,0.95556,0,18.15815,7.63412,0,0.95556,5.7443,0,0,0,0,0,0,0,0,1.88994,0,60.46086,11.49944,0,5.83034,1.91124,0,0,0,0,0,0,0,0.94497,0,0,86.79919,0,0,1.96539,0,0,0,0,0,0,0,0,0.94497,0,0,104.23968,2.88822,0,0.9771,0,0,0,0,0,0,0,0,0.95556,0,0
95456,Noisy-sur-Oise,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0,0,0,0,19,1,1,3,4,0,0,0,0,0,0,0,0,0,0,57,0,0,2,3,0,0,0,0,0,0,0,0,1,1,54,0,0,1,0,0,0,0,0,0,0,0,1,0,0,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95459,Nucourt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02439,1.00942,0,1.00942,2.01497,0,0,1.00942,0,1.00942,0,0,0,0,0,9.06542,2.0111,0,1.00942,5.03549,0,1.00554,0,0,0,0,0,0,0,0,62.26328,0,0,4.02218,0.99783,0,0,0,0,0,0,0,2.99735,0,1.00168,74.15329,0,0,6.01786,0,0,0,0,0,0,0,0,3.99905,0,0,88.16056,0,0,1.00554,0,0,0,0,0,0,0,0,0,0,0
95462,Omerville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0,0,0,3,0,0,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,0,1,0,0
95476,Osny,0,2.88764,0,0,76.68981,2.97207,0,17.9714,0,0,17.33226,2.63606,0,0,0,26.81002,146.01719,0,14.88345,445.3889,1.98813,0,64.38837,2.62111,3.94101,61.8082,3.63013,2.91737,0,0,233.45844,187.79809,2.91737,26.06192,204.48284,0,0,428.64951,3.22209,4.28256,19.73796,1.00002,3.24046,10.93837,0,899.633,160.6843,0,26.82138,61.60175,0,0,374.18414,2.83998,0,11.1796,0,13.04112,7.46253,0,1138.2494,34.60839,0,28.35627,20.53787,0,0,134.0433,0,6.43044,0,0,13.13576,30.84356,0,1368.40822,3.24046,0,5.97694,0,0,0,17.17209,0,8.71568,2.6092,0,8.95708,2.57064,0
95480,Parmain,2.14145,2.17674,1.05308,2.10616,19.41421,2.17674,0,9.76004,0,2.17674,4.31819,2.17674,0,1.08837,0,20.46844,35.66918,0,3.09539,39.50914,0,0,12.92268,0,1.08837,2.14145,0,0,1.08837,1.05308,112.26408,45.82095,0,10.57065,34.03183,0,2.07202,28.10079,0,1.08837,0,1.08837,7.41358,3.22982,0,414.8368,20.83279,0,39.49112,4.04383,0,41.06419,14.96472,1.05308,2.10731,0,0,9.24652,1.08837,1.08837,532.90341,1.01894,0,25.34111,1.08837,0,40.47969,0,0,2.03898,0,0,7.24175,0,0,593.51097,2.00484,0,25.3005,2.17674,0,0,0,0,0,0,0,3.22982,1.01894,0.9859
95483,Le Perchay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,1,0,2,1,0,6,6,0,0,0,0,1,0,0,21,0,0,1,0,0,8,1,0,0,0,0,1,0,0,54,0,0,1,0,0,7,0,0,0,0,0,0,0,0,70,0,0,1,0,0,0,0,0,0,1,0,1,0,0
95487,Persan,0,14.75625,0,3.3594,156.87541,3.3594,9.41945,48.23752,0,0,12.19604,5.99993,0,3.3594,0,12.07507,249.35955,0,4.17779,448.70434,0,2.86151,290.22723,4.76707,0,26.66406,15.78186,0,14.15235,0,169.73358,207.41401,4.04664,28.78512,268.85471,2.86151,21.36871,705.48069,4.53696,0,25.96074,4.99994,6.25906,17.26521,0,487.58512,51.40204,0.94622,33.18227,67.83358,0,42.03308,588.28342,0,0,6.42115,0,15.8305,25.70074,0,508.77666,9.57457,0,13.48976,8.52825,0,40.77248,178.21497,0,0,8.48643,0,3.00019,11.88111,0,333.52183,0,0,3.51152,2.03653,0,6.8781,62.30772,0,0,8.49741,0,10.27803,3.05479,0
95488,Pierrelaye,1.91006,18.78292,3.83701,3.74963,114.96222,12.07332,0,41.931,4.64359,0,9.40835,14.00058,0,0,70.52279,38.51176,135.51359,0,21.72794,287.62152,0.92872,0,115.69223,2.87419,0.94594,26.29875,1.92876,1.90941,3.78407,0,162.333,130.88087,7.83452,51.47786,211.14025,15.2958,17.2065,263.37295,5.01622,4.7836,5.74675,0,9.53244,3.80291,47.97385,411.32064,45.81778,1.01807,31.61126,36.29068,17.67153,56.41484,264.581,5.01757,4.90969,3.89094,0,7.58568,7.7455,2.05502,487.65994,12.47549,0.98134,16.33072,7.72763,8.83208,22.64386,34.14751,2.83781,1.94482,0,0,5.69413,0,28.45892,435.97688,11.38729,0,7.67501,4.69557,0,2.01829,7.90699,0,4.74723,0,0,12.42224,1.89188,0
95489,Piscop,1,0,0,0,1,0,0,0,0,0,0,6,2,0,0,4,0,0,2,5,0,0,0,0,1,0,0,1,0,0,14,5,0,4,4,0,0,0,0,0,0,0,1,0,0,45,0,0,4,3,0,1,0,0,0,0,0,4,0,0,67,0,0,5,0,0,4,0,0,0,0,0,4,0,0,87,0,0,1,0,0,0,0,0,0,0,0,1,0,0
95491,Le Plessis-Bouchard,0,23.72098,0,2.06308,47.41562,1.02715,1.03154,19.59922,4.11739,0,13.4056,0,0,1.03154,0,15.42043,104.08001,0,8.22162,137.86211,1.02715,0,65.85189,0,3.07707,9.25755,0,1.02715,4.12176,0,159.08668,438.90665,0,11.29427,136.40191,1.03154,4.08678,91.08486,1.01842,4.09991,8.17798,0,6.17605,12.35213,2.06308,439.72761,364.3826,0,25.54354,61.39357,0,47.91436,21.38286,0,1.02277,1.01842,0,9.20948,7.20761,1.02715,552.72073,59.42213,0,16.32971,2.05429,0,8.16927,0,0,1.03154,2.04555,0,0,1.02277,0,536.96387,5.10957,0,10.22362,2.03684,0,1.01842,0,0,0,0,0,2.06308,0,0
95492,Le Plessis-Gassot,0,0,0,0,1.05155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51546,0,0,0,0,0,0,0,0,0,0,1.05155,1.05155,0,4.20619,2.10309,0,0,0,0,0,0,0,0,0,0,6.30928,0,0,1.05155,2.10309,0,0,0,0,0,1.05155,0,0,0,0,5.25773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.30928,0,0,1.05155,0,0,0,0,0,0,0,0,0,0,0
95493,Le Plessis-Luzarches,0,0,0,0.92683,0,0,0,0,0,0,0,0,0,0,0,2.78049,0,0,0,1.85366,0,0,0,0,0,0.92683,0,0.92683,0,0,5.56098,0,0,2.78049,0.92683,0,0,0,0,0,0,0,0,0,0,22.2439,0,0,0,1.85366,0,0,0,0,0,0,0,0,0,0,11.12195,0,0,0,0,0,0,0,0,0,0.92683,0,0,0,0,14.82927,0,0,0,0,0.92683,0,0,0,0,0,0,0.92683,0,0
95500,Pontoise,0,50.71114,0,12.54455,697.12738,298.52205,0,146.63347,63.74197,7.49102,417.44419,177.53501,0,34.91,25.86983,24.41479,507.52379,0,18.15883,933.84728,2.7216,0,486.83964,6.5143,7.56624,267.32839,36.70927,0,65.80888,14.02285,295.50092,984.95439,0,30.68807,937.53058,0,18.59262,1352.72125,12.92154,3.15261,113.87775,10.99125,10.54562,121.9409,0,668.2899,656.77177,0,45.63582,334.85733,3.54851,45.01506,1008.6121,0,1.08102,53.96912,5.1062,26.95465,228.43939,0,678.96365,202.62342,0,31.78443,93.55895,0,19.68853,229.707,0.98065,4.34692,26.52774,2.73574,8.35235,170.25324,0,912.74177,50.91179,0,32.30441,29.76133,0,6.6701,48.73005,0,2.85989,8.42489,19.19404,17.03289,57.93741,3.51748
95504,Presles,5,5,0,2,10,0,0,0,0,0,4,0,0,0,0,22,25,0,9,26,1,0,1,0,3,10,0,3,5,0,161,13,0,29,21,0,0,2,0,0,3,0,14,3,0,338,10,0,17,8,0,0,0,0,2,1,0,1,0,0,371,5,0,10,0,0,0,0,0,1,0,0,2,0,0,438,2,0,4,0,0,0,0,0,0,0,0,7,0,0
95509,Puiseux-en-France,0,9.57223,0,3.18707,34.0156,0,0,0,0,0,5.32097,0,0,1.06419,0,8.497,26.57187,0,8.49709,54.1417,2.11738,0,0,0,0,2.10649,0,0,1.06419,0,80.40026,19.07288,0,11.59079,38.01956,0,0,3.18155,0,0,1.06419,0,3.18158,3.17606,0,357.75715,6.29743,0,31.50386,9.45154,0,2.09557,0,0,0,0,0,2.12287,0,0,366.80874,0,0,15.78233,2.08462,0,1.05868,0,0,0,0,0,6.2812,0,0,282.9,0,0,7.34002,0,0,0,0,0,0,0,0,3.17054,0,0
95510,Puiseux-Pontoise,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,7,0,0,6,0,0,0,0,0,0,0,3,8,0,1,9,0,0,3,0,0,1,0,1,0,0,37,6,0,1,1,0,0,0,0,0,0,0,1,0,0,43,0,0,2,1,0,0,0,0,0,0,0,2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95523,La Roche-Guyon,2,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,4,0,1,21,0,0,0,0,0,0,0,0,0,0,19,3,0,1,6,0,0,1,0,0,1,0,1,0,0,26,0,0,0,2,0,0,0,0,0,1,0,1,0,0,31,1,0,4,2,0,0,0,0,0,0,0,5,1,0,35,1,0,1,0,0,0,0,0,0,0,0,3,0,0
